"","X.1","X","ID","Player","Season","Top.px...Location.","Left.px...location.","Date","Team","Opponent","Location","Quarter","Game_Clock","Outcome..1.if.made..0.otherwise.","Shot_Value","Shot_Distance.ft.","Team_Score","Opponent_Score"
"629730",629730,629730,"cassesa01","Sam Cassell",2004,"311",306,21904,"MIN","SAC","HOME","3","9:44",0,3,27,45,39
"629801",629801,629801,"cassesa01","Sam Cassell",2004,"325",237,22904,"MIN","PHI","AWAY","4","3:55",0,3,28,71,71
"629802",629802,629802,"cassesa01","Sam Cassell",2004,"303",227,22904,"MIN","PHI","AWAY","4","2:14",0,3,25,72,73
"629842",629842,629842,"cassesa01","Sam Cassell",2004,"305",222,30704,"MIN","BOS","HOME","4","00:00.6",0,3,26,77,80
"629893",629893,629893,"cassesa01","Sam Cassell",2004,"287",311,31404,"MIN","POR","HOME","2","00:50.8",1,3,25,44,53
"629906",629906,629906,"cassesa01","Sam Cassell",2004,"282",317,31804,"MIN","SAS","AWAY","1","6:44",0,3,24,6,10
"630003",630003,630003,"cassesa01","Sam Cassell",2004,"298",238,32904,"MIN","HOU","AWAY","3","5:09",1,3,25,56,54
"630045",630045,630045,"cassesa01","Sam Cassell",2004,"295",217,40404,"MIN","MEM","HOME","3","2:46",1,3,25,69,64
"630120",630120,630120,"cassesa01","Sam Cassell",2004,"290",220,41804,"MIN","DEN","HOME","1","6:39",1,3,24,13,14
"630127",630127,630127,"cassesa01","Sam Cassell",2004,"297",240,41804,"MIN","DEN","HOME","3","10:32",1,3,25,56,44
"630128",630128,630128,"cassesa01","Sam Cassell",2004,"290",251,41804,"MIN","DEN","HOME","3","10:14",1,3,24,59,44
"630151",630151,630151,"cassesa01","Sam Cassell",2004,"292",168,42104,"MIN","DEN","HOME","3","5:53",0,3,25,53,40
"630163",630163,630163,"cassesa01","Sam Cassell",2004,"295",227,42404,"MIN","DEN","AWAY","1","2:37",0,3,25,8,23
"630180",630180,630180,"cassesa01","Sam Cassell",2004,"293",238,43004,"MIN","DEN","HOME","1","11:26",1,3,24,3,0
"630208",630208,630208,"cassesa01","Sam Cassell",2004,"292",194,50404,"MIN","SAC","HOME","3","2:51",1,3,25,66,69
"630214",630214,630214,"cassesa01","Sam Cassell",2004,"282",163,50404,"MIN","SAC","HOME","4","1:08",1,3,24,92,95
"630216",630216,630216,"cassesa01","Sam Cassell",2004,"313",251,50404,"MIN","SAC","HOME","4","00:20.1",1,3,26,98,102
"630272",630272,630272,"cassesa01","Sam Cassell",2004,"297",248,51604,"MIN","SAC","AWAY","2","6:53",0,3,25,37,39
"630291",630291,630291,"cassesa01","Sam Cassell",2004,"292",212,52104,"MIN","LAL","HOME","1","9:14",0,3,24,4,4
"630364",630364,630364,"cassesa01","Sam Cassell",2005,"285",197,110604,"MIN","NOH","HOME","4","5:14",0,3,24,79,78
"630413",630413,630413,"cassesa01","Sam Cassell",2005,"293",225,112004,"MIN","NOH","AWAY","2","00:58.9",0,3,24,44,37
"630456",630456,630456,"cassesa01","Sam Cassell",2005,"288",238,112604,"MIN","MEM","HOME","3","5:24",0,3,24,79,62
"630472",630472,630472,"cassesa01","Sam Cassell",2005,"292",230,112804,"MIN","SAC","AWAY","4","01:16.8",1,3,24,113,104
"630486",630486,630486,"cassesa01","Sam Cassell",2005,"292",178,120104,"MIN","GSW","AWAY","4","8:29",0,3,25,87,91
"630535",630535,630535,"cassesa01","Sam Cassell",2005,"302",266,120704,"MIN","DAL","HOME","2","00:04.9",0,3,25,44,50
"630605",630605,630605,"cassesa01","Sam Cassell",2005,"290",207,121704,"MIN","LAC","HOME","1","7:39",1,3,24,13,10
"630690",630690,630690,"cassesa01","Sam Cassell",2005,"298",176,10505,"MIN","CHA","AWAY","1","2:35",1,3,26,17,13
"630737",630737,630737,"cassesa01","Sam Cassell",2005,"297",229,12805,"MIN","UTA","HOME","4","6:46",1,3,25,80,74
"630740",630740,630740,"cassesa01","Sam Cassell",2005,"288",176,12805,"MIN","UTA","HOME","4","00:32.9",0,3,25,87,85
"630760",630760,630760,"cassesa01","Sam Cassell",2005,"297",246,20105,"MIN","MIL","AWAY","4","00:26.9",0,3,25,84,88
"630761",630761,630761,"cassesa01","Sam Cassell",2005,"318",225,20105,"MIN","MIL","AWAY","4","00:08.9",0,3,27,86,90
"630798",630798,630798,"cassesa01","Sam Cassell",2005,"293",264,20605,"MIN","BOS","HOME","4","3:33",0,3,24,94,95
"630885",630885,630885,"cassesa01","Sam Cassell",2005,"295",202,33105,"MIN","LAL","AWAY","2","9:05",0,3,25,25,25
"630934",630934,630934,"cassesa01","Sam Cassell",2005,"297",234,40805,"MIN","DEN","HOME","3","3:53",1,3,25,65,71
"630942",630942,630942,"cassesa01","Sam Cassell",2005,"287",163,40805,"MIN","DEN","HOME","4","2:55",0,3,25,96,98
"630970",630970,630970,"cassesa01","Sam Cassell",2005,"293",168,41505,"MIN","UTA","AWAY","3","3:35",0,3,25,61,59
"630975",630975,630975,"cassesa01","Sam Cassell",2005,"293",266,41705,"MIN","SEA","HOME","2","8:12",0,3,24,32,42
"631007",631007,631007,"cassesa01","Sam Cassell",2006,"320",264,110205,"LAC","SEA","AWAY","2","7:53",0,3,27,29,31
"631015",631015,631015,"cassesa01","Sam Cassell",2006,"307",253,110205,"LAC","SEA","AWAY","3","7:36",1,3,26,55,57
"631019",631019,631019,"cassesa01","Sam Cassell",2006,"303",273,110205,"LAC","SEA","AWAY","4","6:49",0,3,26,80,82
"631020",631020,631020,"cassesa01","Sam Cassell",2006,"298",294,110205,"LAC","SEA","AWAY","4","4:53",1,3,25,85,87
"631064",631064,631064,"cassesa01","Sam Cassell",2006,"302",202,110705,"LAC","MIN","AWAY","3","7:32",0,3,25,51,52
"631100",631100,631100,"cassesa01","Sam Cassell",2006,"300",248,111305,"LAC","PHI","AWAY","3","7:56",0,3,25,62,70
"631141",631141,631141,"cassesa01","Sam Cassell",2006,"310",224,112305,"LAC","TOR","HOME","3","10:34",1,3,26,56,60
"631187",631187,631187,"cassesa01","Sam Cassell",2006,"295",222,112905,"LAC","MIN","AWAY","4","2:43",1,3,25,85,80
"631192",631192,631192,"cassesa01","Sam Cassell",2006,"300",230,113005,"LAC","CLE","AWAY","2","8:37",0,3,25,28,29
"631196",631196,631196,"cassesa01","Sam Cassell",2006,"290",189,113005,"LAC","CLE","AWAY","3","7:16",0,3,25,56,58
"631249",631249,631249,"cassesa01","Sam Cassell",2006,"315",232,121005,"LAC","PHO","HOME","3","3:42",0,3,27,75,65
"631310",631310,631310,"cassesa01","Sam Cassell",2006,"303",171,121705,"LAC","HOU","HOME","1","00:00.3",0,3,26,23,24
"631319",631319,631319,"cassesa01","Sam Cassell",2006,"315",225,121705,"LAC","HOU","HOME","4","2:29",1,3,27,85,78
"631334",631334,631334,"cassesa01","Sam Cassell",2006,"292",283,122005,"LAC","NJN","AWAY","4","5:17",0,3,25,80,88
"631410",631410,631410,"cassesa01","Sam Cassell",2006,"311",243,10606,"LAC","SAC","AWAY","2","0:00",0,3,26,63,67
"631416",631416,631416,"cassesa01","Sam Cassell",2006,"300",202,10606,"LAC","SAC","AWAY","4","00:06.9",0,3,25,114,116
"631523",631523,631523,"cassesa01","Sam Cassell",2006,"300",237,12206,"LAC","GSW","HOME","4","4:36",0,3,25,97,85
"631553",631553,631553,"cassesa01","Sam Cassell",2006,"310",281,12506,"LAC","NJN","HOME","3","00:30.9",0,3,26,72,56
"631557",631557,631557,"cassesa01","Sam Cassell",2006,"292",235,12706,"LAC","DEN","AWAY","1","4:52",0,3,24,21,16
"631582",631582,631582,"cassesa01","Sam Cassell",2006,"288",238,12806,"LAC","DEN","HOME","1","5:07",0,3,24,16,12
"631587",631587,631587,"cassesa01","Sam Cassell",2006,"310",166,12806,"LAC","DEN","HOME","3","7:54",1,3,27,69,46
"631600",631600,631600,"cassesa01","Sam Cassell",2006,"293",260,13006,"LAC","MIA","AWAY","4","2:29",1,3,24,109,108
"631621",631621,631621,"cassesa01","Sam Cassell",2006,"288",191,20306,"LAC","BOS","AWAY","1","1:08",0,3,24,24,21
"631643",631643,631643,"cassesa01","Sam Cassell",2006,"288",301,20506,"LAC","TOR","AWAY","4","4:32",1,3,25,90,90
"631647",631647,631647,"cassesa01","Sam Cassell",2006,"297",191,20506,"LAC","TOR","AWAY","4","00:09.9",0,3,25,98,100
"631648",631648,631648,"cassesa01","Sam Cassell",2006,"302",229,20506,"LAC","TOR","AWAY","4","00:05.5",1,3,25,101,101
"631676",631676,631676,"cassesa01","Sam Cassell",2006,"316",191,21206,"LAC","CHI","HOME","1","11:18",0,3,27,0,0
"631695",631695,631695,"cassesa01","Sam Cassell",2006,"308",230,21206,"LAC","CHI","HOME","4","00:05.9",0,3,26,91,95
"631714",631714,631714,"cassesa01","Sam Cassell",2006,"295",166,21506,"LAC","GSW","AWAY","1","8:48",1,3,26,7,9
"631739",631739,631739,"cassesa01","Sam Cassell",2006,"287",286,22106,"LAC","DAL","AWAY","2","00:57.9",0,3,24,48,53
"631774",631774,631774,"cassesa01","Sam Cassell",2006,"293",219,22406,"LAC","LAL","HOME","4","2:17",0,3,24,97,81
"631783",631783,631783,"cassesa01","Sam Cassell",2006,"303",161,22706,"LAC","CHA","HOME","2","2:33",1,3,27,48,42
"631811",631811,631811,"cassesa01","Sam Cassell",2006,"285",302,30306,"LAC","UTA","AWAY","3","00:30.7",1,3,24,67,75
"631819",631819,631819,"cassesa01","Sam Cassell",2006,"310",197,30506,"LAC","MEM","HOME","1","2:18",0,3,26,23,23
"631823",631823,631823,"cassesa01","Sam Cassell",2006,"290",166,30706,"LAC","SAS","HOME","1","7:24",0,3,25,10,2
"631904",631904,631904,"cassesa01","Sam Cassell",2006,"305",240,31706,"LAC","PHI","HOME","3","2:21",0,3,26,78,64
"631925",631925,631925,"cassesa01","Sam Cassell",2006,"297",224,32106,"LAC","NOK","AWAY","2","00:53.9",0,3,25,47,60
"631931",631931,631931,"cassesa01","Sam Cassell",2006,"279",166,32306,"LAC","MEM","AWAY","1","9:03",0,3,24,4,4
"631980",631980,631980,"cassesa01","Sam Cassell",2006,"297",304,33106,"LAC","UTA","HOME","1","4:20",1,3,26,13,15
"631996",631996,631996,"cassesa01","Sam Cassell",2006,"288",219,40206,"LAC","SAC","AWAY","3","6:33",1,3,24,62,66
"632023",632023,632023,"cassesa01","Sam Cassell",2006,"300",269,40406,"LAC","DEN","HOME","4","00:20.4",0,3,25,110,109
"632034",632034,632034,"cassesa01","Sam Cassell",2006,"298",319,40706,"LAC","SAC","HOME","4","4:36",0,3,26,84,85
"632056",632056,632056,"cassesa01","Sam Cassell",2006,"315",273,40906,"LAC","LAL","AWAY","3","2:28",0,3,27,67,69
"632149",632149,632149,"cassesa01","Sam Cassell",2006,"293",225,42906,"LAC","DEN","AWAY","1","4:27",1,3,24,19,15
"632161",632161,632161,"cassesa01","Sam Cassell",2006,"311",278,50106,"LAC","DEN","HOME","2","1:17",0,3,26,44,36
"632184",632184,632184,"cassesa01","Sam Cassell",2006,"293",169,50806,"LAC","PHO","AWAY","4","2:10",1,3,25,113,122
"632208",632208,632208,"cassesa01","Sam Cassell",2006,"303",202,51206,"LAC","PHO","HOME","4","1:07",0,3,26,86,89
"632223",632223,632223,"cassesa01","Sam Cassell",2006,"313",304,51406,"LAC","PHO","HOME","3","2:57",0,3,27,84,72
"632312",632312,632312,"cassesa01","Sam Cassell",2007,"303",179,110206,"LAC","DEN","HOME","4","1:37",0,3,26,89,90
"632318",632318,632318,"cassesa01","Sam Cassell",2007,"311",217,110406,"LAC","PHO","HOME","1","1:33",0,3,26,17,23
"632356",632356,632356,"cassesa01","Sam Cassell",2007,"292",188,111206,"LAC","NOK","HOME","2","8:17",0,3,25,33,25
"632441",632441,632441,"cassesa01","Sam Cassell",2007,"290",251,112506,"LAC","MIN","AWAY","3","2:59",0,3,24,73,63
"632444",632444,632444,"cassesa01","Sam Cassell",2007,"285",284,112506,"LAC","MIN","AWAY","4","5:04",1,3,24,94,85
"632508",632508,632508,"cassesa01","Sam Cassell",2007,"311",176,121106,"LAC","SAS","HOME","1","3:56",0,3,27,9,23
"632569",632569,632569,"cassesa01","Sam Cassell",2007,"288",296,11007,"LAC","MIN","AWAY","3","9:31",1,3,24,55,53
"632588",632588,632588,"cassesa01","Sam Cassell",2007,"308",211,11507,"LAC","GSW","AWAY","1","4:43",0,3,26,15,13
"632600",632600,632600,"cassesa01","Sam Cassell",2007,"308",189,11507,"LAC","GSW","AWAY","4","7:40",0,3,26,83,93
"632603",632603,632603,"cassesa01","Sam Cassell",2007,"293",248,11707,"LAC","GSW","HOME","1","10:56",0,3,24,0,6
"632618",632618,632618,"cassesa01","Sam Cassell",2007,"300",255,11707,"LAC","GSW","HOME","4","2:21",0,3,25,108,102
"632667",632667,632667,"cassesa01","Sam Cassell",2007,"295",192,12807,"LAC","SEA","AWAY","1","8:51",1,3,25,4,6
"632679",632679,632679,"cassesa01","Sam Cassell",2007,"297",314,13107,"LAC","CHI","HOME","1","7:46",0,3,26,8,6
"632704",632704,632704,"cassesa01","Sam Cassell",2007,"293",232,20207,"LAC","BOS","AWAY","3","7:21",0,3,24,56,53
"632712",632712,632712,"cassesa01","Sam Cassell",2007,"293",227,20407,"LAC","TOR","AWAY","3","5:56",1,3,24,66,81
"632714",632714,632714,"cassesa01","Sam Cassell",2007,"292",229,20407,"LAC","TOR","AWAY","3","4:21",1,3,24,72,83
"632717",632717,632717,"cassesa01","Sam Cassell",2007,"297",227,20607,"LAC","NYK","AWAY","1","6:36",0,3,25,10,6
"632754",632754,632754,"cassesa01","Sam Cassell",2007,"297",224,20907,"LAC","PHI","AWAY","4","9:15",1,3,25,68,68
"632770",632770,632770,"cassesa01","Sam Cassell",2007,"303",245,21107,"LAC","IND","AWAY","3","1:20",0,3,25,62,73
"632771",632771,632771,"cassesa01","Sam Cassell",2007,"302",255,21107,"LAC","IND","AWAY","4","00:49.9",0,3,25,78,91
"632795",632795,632795,"cassesa01","Sam Cassell",2007,"287",194,22407,"LAC","GSW","HOME","3","1:58",0,3,24,72,73
"632852",632852,632852,"cassesa01","Sam Cassell",2007,"288",220,31807,"LAC","NJN","AWAY","4","10:54",0,3,24,72,70
"632856",632856,632856,"cassesa01","Sam Cassell",2007,"298",184,32107,"LAC","MIL","AWAY","2","6:23",1,3,25,43,34
"632908",632908,632908,"cassesa01","Sam Cassell",2008,"288",191,110407,"LAC","SEA","HOME","1","7:22",0,3,24,7,9
"632914",632914,632914,"cassesa01","Sam Cassell",2008,"300",240,110407,"LAC","SEA","HOME","3","8:58",0,3,25,59,59
"632936",632936,632936,"cassesa01","Sam Cassell",2008,"303",215,110707,"LAC","IND","AWAY","2","2:09",1,3,25,47,47
"632951",632951,632951,"cassesa01","Sam Cassell",2008,"302",319,110907,"LAC","DET","AWAY","3","6:58",0,3,26,50,67
"632952",632952,632952,"cassesa01","Sam Cassell",2008,"305",297,110907,"LAC","DET","AWAY","3","6:52",0,3,26,50,67
"632980",632980,632980,"cassesa01","Sam Cassell",2008,"302",307,111407,"LAC","NYK","HOME","2","00:01.9",0,3,26,41,44
"632986",632986,632986,"cassesa01","Sam Cassell",2008,"305",271,111407,"LAC","NYK","HOME","4","4:38",0,3,26,75,67
"632987",632987,632987,"cassesa01","Sam Cassell",2008,"297",312,111407,"LAC","NYK","HOME","4","1:00",0,3,26,79,77
"632992",632992,632992,"cassesa01","Sam Cassell",2008,"308",279,111607,"LAC","GSW","AWAY","3","7:16",1,3,26,69,72
"633009",633009,633009,"cassesa01","Sam Cassell",2008,"297",286,112307,"LAC","PHO","AWAY","1","5:38",1,3,25,18,10
"633031",633031,633031,"cassesa01","Sam Cassell",2008,"310",258,112407,"LAC","NOH","HOME","3","00:26.9",0,3,26,70,77
"633058",633058,633058,"cassesa01","Sam Cassell",2008,"318",235,122807,"LAC","PHO","AWAY","4","9:27",0,3,27,67,73
"633066",633066,633066,"cassesa01","Sam Cassell",2008,"307",246,123107,"LAC","MIN","HOME","2","3:00",0,3,26,35,38
"633106",633106,633106,"cassesa01","Sam Cassell",2008,"320",220,11208,"LAC","DAL","HOME","3","5:20",0,3,27,67,53
"633148",633148,633148,"cassesa01","Sam Cassell",2008,"293",301,11908,"LAC","NJN","HOME","3","7:21",1,3,25,55,52
"633237",633237,633237,"cassesa01","Sam Cassell",2008,"433",287,20108,"LAC","MIN","AWAY","2","00:00.3",0,3,39,56,52
"633282",633282,633282,"cassesa01","Sam Cassell",2008,"313",217,21108,"LAC","MIL","AWAY","3","00:05.5",0,3,26,76,72
"633319",633319,633319,"cassesa01","Sam Cassell",2008,"435",181,31708,"BOS","SAS","AWAY","1","0:00",0,3,39,11,28
"633329",633329,633329,"cassesa01","Sam Cassell",2008,"292",238,31708,"BOS","SAS","AWAY","4","2:30",0,3,24,81,85
"633330",633330,633330,"cassesa01","Sam Cassell",2008,"303",234,31708,"BOS","SAS","AWAY","4","00:46.4",1,3,25,89,87
"633345",633345,633345,"cassesa01","Sam Cassell",2008,"288",307,32008,"BOS","DAL","AWAY","4","2:29",0,3,25,87,86
"633347",633347,633347,"cassesa01","Sam Cassell",2008,"297",253,32208,"BOS","NOH","AWAY","3","00:15.9",0,3,25,87,81
"633360",633360,633360,"cassesa01","Sam Cassell",2008,"298",184,33008,"BOS","MIA","HOME","2","5:59",1,3,25,40,21
"633363",633363,633363,"cassesa01","Sam Cassell",2008,"441",220,33008,"BOS","MIA","HOME","3","0:01",0,3,39,68,48
"633390",633390,633390,"cassesa01","Sam Cassell",2008,"318",319,41208,"BOS","ATL","AWAY","2","10:40",0,3,28,32,27
"633433",633433,633433,"cassesa01","Sam Cassell",2008,"292",297,42008,"BOS","ATL","HOME","4","6:58",1,3,25,87,66
"633486",633486,633486,"cassesa01","Sam Cassell",2008,"282",169,50808,"BOS","CLE","HOME","4","7:37",0,3,24,80,60
"633509",633509,633509,"cassesa01","Sam Cassell",2008,"300",311,52608,"BOS","DET","AWAY","4","9:56",0,3,26,62,68
"633511",633511,633511,"cassesa01","Sam Cassell",2008,"307",188,53008,"BOS","DET","AWAY","2","10:16",0,3,26,26,21
"633527",633527,633527,"cassesa01","Sam Cassell",2008,"285",173,61008,"BOS","LAL","AWAY","1","00:30.9",0,3,24,20,18
"647231",647231,6421,"chandty01","Tyson Chandler",2005,"377",186,11005,"CHI","GSW","HOME","3","0:00",0,3,33,84,65
"647298",647298,6488,"chandty01","Tyson Chandler",2005,"343",238,20905,"CHI","HOU","AWAY","2","0:00",0,3,29,43,51
"647966",647966,7156,"chandty01","Tyson Chandler",2007,"362",206,12007,"NOK","LAL","HOME","1","00:00.2",0,3,31,25,29
"651042",651042,10232,"chandty01","Tyson Chandler",2014,"427",240,32114,"NYK","PHI","AWAY","3","0:01",0,3,38,72,65
"908398",908398,267588,"divacvl01","Vlade Divac",2001,"295",283,121300,"SAC","CHH","AWAY","3","2:54",0,3,25,61,71
"908422",908422,267612,"divacvl01","Vlade Divac",2001,"303",188,121900,"SAC","WAS","HOME","2","00:30.9",0,3,26,47,32
"908529",908529,267719,"divacvl01","Vlade Divac",2001,"291",239,11701,"SAC","BOS","HOME","4","5:32",0,3,24,93,97
"908718",908718,267908,"divacvl01","Vlade Divac",2001,"356",169,22301,"SAC","TOR","AWAY","4","00:00.1",0,3,31,97,97
"908736",908736,267926,"divacvl01","Vlade Divac",2001,"293",224,22501,"SAC","NYK","AWAY","3","00:00.4",1,3,24,77,70
"908786",908786,267976,"divacvl01","Vlade Divac",2001,"307",317,30201,"SAC","LAC","AWAY","4","00:20.4",0,3,27,79,86
"908940",908940,268130,"divacvl01","Vlade Divac",2001,"303",230,41001,"SAC","LAC","HOME","2","00:01.9",0,3,25,50,48
"908943",908943,268133,"divacvl01","Vlade Divac",2001,"320",302,41001,"SAC","LAC","HOME","3","5:59",1,3,28,73,63
"908981",908981,268171,"divacvl01","Vlade Divac",2001,"307",243,41601,"SAC","VAN","HOME","2","0:00",0,3,26,55,54
"909013",909013,268203,"divacvl01","Vlade Divac",2001,"303",239,42501,"SAC","PHO","HOME","2","00:01.5",0,3,25,63,43
"909028",909028,268218,"divacvl01","Vlade Divac",2001,"293",222,50201,"SAC","PHO","AWAY","1","3:49",0,3,24,14,22
"909299",909299,268489,"divacvl01","Vlade Divac",2002,"293",236,120201,"SAC","DAL","HOME","1OT","00:15.9",0,3,24,111,119
"909359",909359,268549,"divacvl01","Vlade Divac",2002,"282",296,121901,"SAC","SEA","AWAY","1","11:27",0,3,24,0,0
"909793",909793,268983,"divacvl01","Vlade Divac",2002,"299",277,41702,"SAC","LAL","AWAY","3","2:15",0,3,25,76,83
"909836",909836,269026,"divacvl01","Vlade Divac",2002,"293",247,50602,"SAC","DAL","HOME","2","00:28.2",0,3,24,60,57
"909844",909844,269034,"divacvl01","Vlade Divac",2002,"50",240,50902,"SAC","DAL","AWAY","2","3:40",0,3,0,54,49
"909932",909932,269122,"divacvl01","Vlade Divac",2002,"303",283,53102,"SAC","LAL","AWAY","2","00:00.2",1,3,26,56,51
"910051",910051,269241,"divacvl01","Vlade Divac",2003,"307",179,112002,"SAC","LAC","AWAY","3","00:01.6",0,3,26,63,68
"910266",910266,269456,"divacvl01","Vlade Divac",2003,"293",289,11503,"SAC","DAL","HOME","2","6:12",0,3,25,51,33
"910321",910321,269511,"divacvl01","Vlade Divac",2003,"292",212,12403,"SAC","ATL","AWAY","1","3:56",1,3,24,26,15
"910426",910426,269616,"divacvl01","Vlade Divac",2003,"300",225,22003,"SAC","BOS","HOME","2","00:53.6",0,3,25,49,39
"910522",910522,269712,"divacvl01","Vlade Divac",2003,"288",207,32203,"SAC","POR","AWAY","3","11:38",1,3,24,52,53
"910862",910862,270052,"divacvl01","Vlade Divac",2004,"302",234,120903,"SAC","LAC","HOME","4","1:17",0,3,25,103,90
"911187",911187,270377,"divacvl01","Vlade Divac",2004,"298",258,22404,"SAC","NYK","HOME","3","00:01.9",0,3,25,78,78
"911301",911301,270491,"divacvl01","Vlade Divac",2004,"298",237,33104,"SAC","SAS","AWAY","4","9:49",0,3,25,71,85
"911337",911337,270527,"divacvl01","Vlade Divac",2004,"295",168,40904,"SAC","PHO","AWAY","3","00:05.6",1,3,26,74,77
"911355",911355,270545,"divacvl01","Vlade Divac",2004,"305",229,41404,"SAC","GSW","AWAY","3","00:02.9",0,3,26,66,72
"940942",940942,300132,"drumman01","Andre Drummond",2016,"427",240,121615,"DET","BOS","HOME","2","0:00",1,3,37,55,52
"942784",942784,301974,"drumman01","Andre Drummond",2018,"386",187,120117,"DET","WAS","AWAY","2","0:00",0,3,34,52,46
"943444",943444,302634,"drumman01","Andre Drummond",2018,"298",312,40818,"DET","MEM","AWAY","3","9:37",0,3,25,62,66
